Record_ID,Timestamp,Scenario,Machine_ID,Machine_Type,Machine_Model_Class,Engine_Hours,Machine_Age,Engine_Temperature,Hydraulic_Temperature,Machine_Speed,Fuel_Consumption,Machine_Health_Score,Engine_Load_Percentage,Operator_ID,Experience_Level,Years_Experience,Operating_Shift,Historical_Efficiency,Historical_Idle_Time,Training_Score,Previous_Safety_Events,Operator_Skill_Score,Load_Weight,Load_Percentage,Load_Cycles,Idle_Time,Operating_Mode,Travel_Direction,Harsh_Acceleration,Harsh_Braking,Rapid_Control_Input,Control_Smoothness,Proximity_Violations,Seatbelt_Status,Proximity_Distance,Obstacle_Type,Blind_Zone_Entry,Ground_Slope,Safety_Zone_Status,Emergency_Stop,Safety_Event,Weather,Visibility,Ambient_Temperature,Dust_Level,Ground_Condition,Terrain_Type,Working_Zone,Lighting_Condition,Task_ID,Task_Type,Task_Complexity,Target_Quantity,Completed_Quantity,Historical_Task_Duration,Current_Task_Progress,Estimated_Task_Duration,Actual_Task_Duration,Total_Fuel_Used,Safety_Risk_Score,Safety_Risk_Level,Operator_Anomaly,Anomaly_Score,Anomaly_Reason,Task_Completion_Time,Incident_Type,Fuel_Efficiency
R031722,2026-07-19 15:44,NORMAL_OPERATION,WHL-302,Wheel Loader,Medium Wheel Loader,11104.0,7.28,81.0,56.4,7.09,11.96,73.4,61.3,OP1106,Experienced,8.4,Afternoon,67.1,19.8,71.7,5,47.3,3.76,83.7,171,17.5,Standard,Forward,5,3,12,70.2,2,Fastened,7.26,Material_Pile,0,0.4,Clear,0,0,Cloudy,90.7,34.2,10.2,Dry,Flat,Zone D,Dawn_Dusk,TSK-031722,Stockpiling,1,639.7,639.7,183.5,0.432,144.0,118.0,24.5,27.5,LOW,0,0.3631,Normal,69.8,No_Incident,26.06
R000431,2026-07-20 03:14,PROXIMITY_HAZARD,EXC-218,Excavator,Medium Excavator (20t class),9109.4,7.38,85.3,59.7,3.37,13.3,69.7,65.4,OP1096,Intermediate,2.5,Night,76.6,12.8,67.5,3,49.0,1.49,72.7,330,16.6,Eco,Forward,2,2,26,72.3,2,Unfastened,1.06,Worker,0,3.9,Violated,0,1,Cloudy,61.3,25.1,35.9,Dry,Trench_Edge,Zone C,Night_Floodlit,TSK-000431,Excavation,2,491.3,491.3,140.6,0.475,131.0,153.0,33.3,90.8,CRITICAL,0,0.0632,Normal,81.1,Proximity_Near_Miss,14.76
R039685,2026-07-20 10:59,NORMAL_OPERATION,EXC-223,Excavator,Large Excavator (30t class),9806.0,7.39,80.6,58.1,0.31,19.54,74.3,74.4,OP1109,Experienced,8.0,Morning,77.0,18.5,84.4,1,63.0,3.06,97.2,146,10.4,Standard,Swinging,0,0,10,75.2,2,Fastened,5.37,Vehicle,0,2.0,Warning,0,0,Fog,33.0,26.3,23.3,Dry,Flat,Zone A,Daylight,TSK-039685,Excavation,2,445.9,445.9,108.0,0.616,89.2,87.1,28.9,35.9,MEDIUM,0,0.0823,Normal,31.7,No_Incident,15.45
R022163,2026-07-20 15:44,HIGH_LOAD_OPERATION,EXC-204,Excavator,Medium Excavator (20t class),2539.7,1.59,80.8,61.5,0.26,15.76,89.1,72.7,OP1097,Experienced,7.0,Afternoon,82.4,37.3,81.7,2,80.2,2.21,107.7,206,19.6,Power,Swinging,1,0,1,90.9,1,Fastened,6.75,Vehicle,0,0.0,Clear,0,0,Clear,91.7,37.1,13.7,Dry,Flat,Zone A,Dawn_Dusk,TSK-022163,Backfilling,2,456.0,456.0,141.4,0.895,103.4,75.7,19.3,10.0,LOW,0,0.0707,Normal,8.2,No_Incident,23.64
R030482,2026-07-20 19:21,HIGH_LOAD_OPERATION,WHL-304,Wheel Loader,Medium Wheel Loader,5962.7,4.39,82.8,64.3,4.81,12.07,80.9,77.5,OP1101,Experienced,5.7,Afternoon,75.1,37.5,77.8,1,67.7,4.28,92.4,318,93.5,Power,Reverse,4,4,18,92.8,4,Fastened,18.97,No_Object,0,3.6,Clear,0,0,Cloudy,68.9,30.1,26.6,Dry,Haul_Road,Zone F,Dawn_Dusk,TSK-030482,Material_Transfer,2,1357.1,1357.1,402.9,0.434,351.4,293.3,59.8,21.4,LOW,0,0.1089,Normal,175.8,No_Incident,22.7
R013020,2026-07-20 22:09,EFFICIENT_OPERATION,WHL-315,Wheel Loader,Medium Wheel Loader,10228.5,7.29,79.0,54.1,6.79,9.29,71.2,58.1,OP1048,Intermediate,3.9,Night,77.6,17.5,64.6,1,57.6,3.75,85.4,173,23.0,Eco,Forward,3,3,9,81.4,0,Fastened,9.49,Worker,0,0.0,Clear,1,1,Fog,18.4,17.8,16.7,Dry,Flat,Zone D,Night_Poor,TSK-013020,Stockpiling,3,645.4,645.4,156.0,0.513,145.3,178.7,27.1,49.8,MEDIUM,0,0.0125,Normal,94.8,Harsh_Maneuver,23.85
R028770,2026-07-21 02:14,PROXIMITY_HAZARD,EXC-215,Excavator,Medium Excavator (20t class),11787.8,8.99,80.1,58.1,2.45,13.53,68.9,60.0,OP1023,Intermediate,2.4,Night,70.1,14.9,64.7,0,41.4,1.42,71.9,499,27.8,Standard,Reverse,3,2,29,70.9,7,Fastened,3.0,Worker,0,6.1,Warning,0,0,Cloudy,66.3,24.2,27.2,Loose,Trench_Edge,Zone C,Night_Floodlit,TSK-028770,Excavation,3,708.2,708.2,241.5,0.44,188.8,257.6,58.3,46.7,MEDIUM,0,0.2899,Normal,133.5,No_Incident,12.16
R025051,2026-07-21 09:46,STEEP_TERRAIN,WHL-305,Wheel Loader,Medium Wheel Loader,2215.7,1.29,82.8,58.9,3.9,12.92,86.4,71.5,OP1118,Novice,1.4,Morning,62.5,15.3,70.2,0,38.0,2.54,57.5,264,46.1,Eco,Forward,11,3,31,77.6,7,Fastened,14.16,No_Object,0,27.5,Clear,0,0,Light_Rain,77.4,26.6,21.9,Dry,Embankment,Zone E,Daylight,TSK-025051,Material_Transfer,2,670.5,670.5,185.5,0.108,173.6,338.8,75.3,67.8,HIGH,0,0.0661,Normal,308.8,No_Incident,8.9
R008379,2026-07-22 06:13,PROXIMITY_HAZARD,WHL-308,Wheel Loader,Large Wheel Loader,7191.7,5.59,75.1,59.9,6.99,15.79,84.8,54.4,OP1074,Experienced,7.4,Morning,78.6,38.9,91.6,1,85.0,4.9,69.2,85,36.8,Eco,Forward,2,1,3,88.9,3,Fastened,2.34,Vehicle,0,1.6,Violated,0,0,Clear,96.2,26.9,38.3,Rocky,Haul_Road,Zone B,Daylight,TSK-008379,Material_Transfer,3,414.4,414.4,110.5,0.305,79.9,122.7,32.6,53.2,MEDIUM,0,0.146,Normal,79.8,No_Incident,12.72
R030048,2026-07-22 07:38,NORMAL_OPERATION,WHL-308,Wheel Loader,Large Wheel Loader,7181.0,5.59,81.2,59.0,7.19,16.75,81.6,67.5,OP1049,Intermediate,4.0,Morning,78.6,30.2,69.4,1,64.7,5.42,73.8,138,48.6,Standard,Forward,4,7,8,83.9,2,Fastened,19.17,No_Object,0,12.0,Clear,0,0,Clear,82.2,29.4,36.7,Dry,Stockpile,Zone D,Daylight,TSK-030048,Stockpiling,2,744.9,744.9,134.1,0.314,124.9,161.0,44.7,37.0,MEDIUM,0,0.1913,Normal,103.6,No_Incident,16.67
R001825,2026-07-22 07:38,NORMAL_OPERATION,EXC-218,Excavator,Medium Excavator (20t class),9196.5,7.39,82.2,56.9,0.03,15.77,72.9,67.2,OP1096,Intermediate,2.5,Morning,76.6,12.8,63.8,3,49.0,1.46,71.8,435,24.5,Standard,Stationary,10,3,25,77.5,4,Fastened,4.46,Worker,0,5.0,Warning,0,0,Light_Rain,59.8,27.8,12.8,Wet,Gentle_Slope,Zone A,Dawn_Dusk,TSK-001825,Excavation,5,636.3,636.3,181.5,0.51,169.7,301.3,81.3,29.2,LOW,0,0.1269,Normal,151.9,No_Incident,7.82
R003931,2026-07-23 00:43,NORMAL_OPERATION,WHL-306,Wheel Loader,Large Wheel Loader,9541.8,5.89,81.8,59.2,6.45,19.38,63.4,63.7,OP1062,Experienced,5.1,Night,76.7,22.4,91.9,1,58.1,4.59,67.1,203,57.2,Standard,Forward,2,0,52,75.1,6,Fastened,19.15,Worker,0,7.9,Clear,0,0,Light_Rain,51.0,24.4,31.2,Wet,Haul_Road,Zone B,Night_Floodlit,TSK-003931,Loading,4,931.1,931.1,170.8,0.528,148.3,290.8,95.7,39.8,MEDIUM,0,0.1037,Normal,142.7,No_Incident,9.73
R032138,2026-07-23 10:43,EFFICIENT_OPERATION,EXC-220,Excavator,Large Excavator (30t class),3910.5,2.19,77.6,61.9,0.26,17.03,86.1,58.3,OP1023,Intermediate,2.4,Morning,70.1,14.9,67.2,0,41.4,2.02,64.6,328,12.1,Eco,Swinging,1,2,12,81.3,3,Fastened,7.36,Worker,0,7.6,Clear,0,0,Cloudy,82.9,30.0,23.7,Dry,Trench_Edge,Zone C,Daylight,TSK-032138,Backfilling,3,659.9,659.9,158.3,0.799,112.2,134.4,38.9,9.6,LOW,0,0.0865,Normal,30.0,No_Incident,16.96
R026102,2026-07-24 10:04,STEEP_TERRAIN,WHL-307,Wheel Loader,Large Wheel Loader,5204.6,3.4,83.6,60.6,2.56,17.6,78.7,71.1,OP1078,Expert,12.2,Morning,65.9,22.0,62.4,4,61.1,5.28,74.2,255,111.3,Eco,Forward,23,12,39,69.8,11,Fastened,14.05,Worker,0,25.4,Clear,0,0,Heavy_Rain,47.8,23.0,23.8,Muddy,Stockpile,Zone E,Daylight,TSK-026102,Material_Transfer,4,1343.4,1343.4,282.0,0.124,259.0,710.5,213.1,67.5,HIGH,0,0.1158,Normal,600.2,No_Incident,6.3
R018355,2026-07-24 10:18,MACHINE_OVERHEATING,EXC-215,Excavator,Medium Excavator (20t class),11948.0,9.0,100.6,90.3,2.84,15.08,47.1,80.2,OP1103,Experienced,5.6,Morning,84.8,20.9,79.6,0,64.0,1.76,83.6,365,39.6,Power,Forward,2,4,16,84.3,2,Fastened,6.47,Vehicle,0,2.1,Clear,0,0,Clear,84.5,30.5,12.4,Dry,Flat,Zone A,Dawn_Dusk,TSK-018355,Excavation,4,640.6,640.6,199.6,0.239,170.8,197.5,50.0,25.8,LOW,0,0.2139,Normal,143.8,No_Incident,12.82
R022335,2026-07-24 22:18,NORMAL_OPERATION,WHL-310,Wheel Loader,Medium Wheel Loader,5455.2,3.6,75.9,52.8,6.26,10.15,75.7,49.6,OP1093,Intermediate,3.4,Night,77.1,10.9,68.3,1,46.6,2.38,55.6,287,39.3,Eco,Forward,5,5,21,78.0,4,Fastened,6.16,Worker,0,8.2,Clear,0,0,Light_Rain,54.7,25.3,18.1,Wet,Gentle_Slope,Zone F,Night_Floodlit,TSK-022335,Stockpiling,3,680.0,680.0,156.5,0.75,153.1,343.4,58.1,49.5,MEDIUM,0,0.4261,Normal,75.1,No_Incident,11.7
R022904,2026-07-24 23:18,STEEP_TERRAIN,EXC-219,Excavator,Large Excavator (30t class),3455.3,2.5,78.9,58.1,0.53,15.67,88.5,72.8,OP1015,Expert,20.4,Night,75.9,37.1,86.3,3,84.5,2.33,70.8,135,30.0,Standard,Swinging,0,0,8,78.1,0,Fastened,17.39,No_Object,0,15.4,Clear,0,0,Clear,78.8,20.3,38.9,Dry,Stockpile,Zone E,Night_Floodlit,TSK-022904,Loading,3,313.2,313.2,84.6,0.659,59.5,89.8,23.4,19.5,LOW,0,0.1068,Normal,33.3,No_Incident,13.37
R038478,2026-07-25 00:56,PROXIMITY_HAZARD,EXC-206,Excavator,Large Excavator (30t class),12312.4,10.2,82.5,61.1,2.5,25.59,69.0,75.1,OP1030,Intermediate,4.0,Night,74.8,13.6,58.7,1,45.5,2.47,76.6,92,6.3,Power,Forward,0,0,7,74.6,2,Fastened,1.79,Worker,0,3.4,Violated,0,0,Cloudy,62.2,24.7,21.3,Dry,Flat,Zone C,Night_Floodlit,TSK-038478,Trenching,3,226.7,226.7,75.5,0.894,58.9,65.9,28.3,60.3,HIGH,0,0.0875,Normal,7.5,No_Incident,8.02
R032538,2026-07-25 02:50,NORMAL_OPERATION,EXC-210,Excavator,Medium Excavator (20t class),4067.2,2.5,80.1,57.5,2.25,15.69,81.5,66.9,OP1027,Expert,24.2,Night,85.9,18.4,100.0,5,86.2,1.35,68.5,570,41.4,Standard,Forward,4,2,5,81.9,0,Fastened,4.91,Material_Pile,0,8.8,Warning,0,0,Clear,69.3,22.2,17.4,Dry,Embankment,Zone E,Night_Floodlit,TSK-032538,Excavation,3,768.1,768.1,190.4,0.565,204.8,242.6,63.5,23.4,LOW,0,0.1273,Normal,109.2,No_Incident,12.1
R038348,2026-07-25 08:52,HIGH_LOAD_OPERATION,WHL-304,Wheel Loader,Medium Wheel Loader,5957.9,4.4,83.8,63.6,4.45,16.55,80.0,91.8,OP1086,Expert,12.2,Morning,87.7,22.8,91.9,5,80.7,4.64,104.1,195,38.3,Power,Forward,5,1,7,80.3,1,Fastened,10.15,Worker,0,6.0,Clear,0,0,Heavy_Rain,41.1,26.6,15.2,Muddy,Stockpile,Zone D,Daylight,TSK-038348,Stockpiling,2,901.4,901.4,207.3,0.098,203.0,201.7,57.0,48.2,MEDIUM,0,0.1087,Normal,186.1,No_Incident,15.82
R005107,2026-07-25 10:45,HIGH_LOAD_OPERATION,EXC-208,Excavator,Large Excavator (30t class),6298.3,4.2,82.7,66.8,0.7,26.97,75.3,80.0,OP1076,Experienced,6.5,Morning,75.4,15.7,92.3,2,52.3,3.2,102.9,316,28.5,Power,Stationary,2,3,17,85.2,1,Fastened,14.01,No_Object,0,1.5,Clear,0,0,Light_Rain,75.8,28.8,0.0,Wet,Flat,Zone B,Daylight,TSK-005107,Loading,1,1011.6,1011.6,187.8,0.915,192.2,161.0,67.4,15.9,LOW,0,0.2463,Normal,13.6,No_Incident,15.01
R028215,2026-07-25 17:34,EXCESSIVE_IDLE,EXC-207,Excavator,Large Excavator (30t class),8498.6,5.4,79.7,59.6,0.5,12.09,77.6,55.9,OP1008,Experienced,6.8,Afternoon,69.6,26.6,81.5,0,63.2,2.83,85.6,135,32.7,Eco,Swinging,2,5,6,87.7,2,Unfastened,18.61,No_Object,0,2.1,Clear,0,0,Cloudy,71.6,31.6,13.3,Dry,Flat,Zone B,Dawn_Dusk,TSK-028215,Loading,2,379.7,379.7,94.6,0.627,72.1,88.9,18.3,21.4,LOW,1,0.7703,Excessive_Idle,34.2,No_Incident,20.76
R012857,2026-07-25 19:05,LOW_VISIBILITY,EXC-216,Excavator,Medium Excavator (20t class),14402.1,9.9,83.6,65.4,2.51,16.63,53.5,73.4,OP1019,Intermediate,2.7,Afternoon,76.9,18.9,74.0,1,50.5,1.73,88.5,566,44.8,Power,Reverse,8,2,23,73.1,2,Fastened,4.44,Vehicle,0,2.8,Warning,0,0,Fog,37.8,28.1,27.2,Dry,Flat,Zone B,Daylight,TSK-012857,Loading,3,979.5,979.5,288.4,0.139,248.1,332.1,91.1,39.9,MEDIUM,0,0.1112,Normal,271.8,No_Incident,10.75
R017665,2026-07-26 00:58,HIGH_FUEL_CONSUMPTION,EXC-218,Excavator,Medium Excavator (20t class),9209.4,7.4,87.4,68.0,1.96,28.29,68.1,87.8,OP1023,Intermediate,2.4,Night,70.1,14.9,66.5,0,41.4,1.67,81.8,180,11.0,Power,Forward,1,0,14,71.3,0,Fastened,12.79,Material_Pile,0,16.0,Clear,0,0,Clear,70.1,23.5,22.7,Dry,Embankment,Zone E,Night_Floodlit,TSK-017665,Excavation,3,299.4,299.4,94.1,0.418,79.8,90.5,42.4,49.3,MEDIUM,1,1.0,Abnormal_Fuel,55.4,No_Incident,7.06
R023034,2026-07-26 08:44,NORMAL_OPERATION,WHL-316,Wheel Loader,Large Wheel Loader,14613.2,9.9,83.5,68.5,4.34,19.14,61.6,71.4,OP1113,Intermediate,4.5,Morning,76.9,21.0,71.4,0,51.1,4.61,63.0,116,12.1,Power,Forward,0,0,8,73.6,2,Fastened,6.34,Vehicle,0,10.2,Clear,0,0,Clear,88.1,30.8,44.1,Loose,Stockpile,Zone D,Daylight,TSK-023034,Loading,1,532.1,532.1,102.7,0.193,84.7,100.5,34.3,32.3,MEDIUM,0,0.0662,Normal,79.3,No_Incident,15.5
R000088,2026-07-26 10:16,EXCESSIVE_IDLE,EXC-212,Excavator,Large Excavator (30t class),1830.5,1.0,80.4,57.8,2.14,15.18,82.2,65.7,OP1018,Experienced,6.1,Morning,70.6,21.9,67.2,1,62.4,2.28,74.0,286,67.5,Standard,Forward,0,0,19,83.5,4,Fastened,16.99,No_Object,0,2.1,Clear,0,0,Dust_Wind,53.8,29.4,72.6,Dry,Flat,Zone A,Daylight,TSK-000088,Excavation,2,650.5,650.5,152.6,0.118,130.1,203.5,50.4,13.8,LOW,1,0.992,Excessive_Idle,175.9,No_Incident,12.92
R037802,2026-07-26 15:00,EFFICIENT_OPERATION,EXC-207,Excavator,Large Excavator (30t class),8507.9,5.4,83.6,65.9,0.17,19.37,79.2,70.0,OP1059,Expert,10.4,Afternoon,84.7,19.6,85.1,5,71.9,2.27,70.9,197,13.4,Standard,Swinging,1,0,11,89.5,3,Fastened,10.73,Material_Pile,0,2.8,Clear,0,0,Cloudy,80.5,35.0,25.2,Dry,Flat,Zone C,Dawn_Dusk,TSK-037802,Trenching,3,447.5,447.5,126.0,0.726,116.3,136.2,44.1,11.8,LOW,0,0.1195,Normal,39.7,No_Incident,10.15
R023159,2026-07-26 18:01,EXCESSIVE_IDLE,WHL-315,Wheel Loader,Medium Wheel Loader,10327.9,7.3,81.0,56.6,7.78,7.77,71.3,50.7,OP1048,Intermediate,3.9,Afternoon,77.6,17.5,64.3,1,57.6,3.16,72.6,133,41.9,Eco,Forward,1,0,11,75.7,2,Fastened,8.53,Structure,0,4.9,Clear,0,0,Clear,85.4,30.0,44.1,Dry,Haul_Road,Zone B,Dawn_Dusk,TSK-023159,Loading,2,417.7,417.7,117.9,0.401,89.4,141.0,18.4,15.3,LOW,1,0.9992,Excessive_Idle,85.1,No_Incident,22.73
R009268,2026-07-27 06:28,EXCESSIVE_IDLE,WHL-316,Wheel Loader,Large Wheel Loader,14407.1,9.91,80.3,61.0,4.88,17.94,63.4,65.6,OP1113,Intermediate,4.5,Morning,76.9,21.0,71.3,0,51.1,4.77,70.1,191,89.5,Power,Forward,4,1,7,76.0,2,Fastened,9.51,Vehicle,0,7.5,Clear,0,0,Fog,35.8,23.7,29.7,Dry,Haul_Road,Zone F,Daylight,TSK-009268,Stockpiling,2,910.7,910.7,183.3,0.76,152.6,259.6,79.6,20.5,LOW,1,0.9708,Excessive_Idle,70.1,No_Incident,11.45
R028947,2026-07-27 10:21,STEEP_TERRAIN,EXC-210,Excavator,Medium Excavator (20t class),3827.3,2.51,81.3,65.0,0.46,15.36,80.1,89.0,OP1115,Intermediate,3.0,Morning,71.6,16.6,53.6,1,45.2,1.8,88.8,234,31.9,Standard,Swinging,2,4,10,69.0,1,Fastened,18.05,No_Object,0,13.4,Clear,1,1,Fog,31.7,25.0,32.0,Loose,Embankment,Zone E,Daylight,TSK-028947,Trenching,2,421.6,421.6,183.8,0.527,146.1,205.3,51.8,64.6,HIGH,0,0.043,Normal,105.1,Stability_Loss,8.14
R007697,2026-07-27 15:58,EFFICIENT_OPERATION,WHL-304,Wheel Loader,Medium Wheel Loader,5947.0,4.41,80.8,58.9,6.02,9.44,80.9,61.9,OP1101,Experienced,5.7,Afternoon,75.1,37.5,76.7,1,67.7,3.81,82.0,158,33.2,Standard,Forward,2,1,6,99.1,0,Fastened,17.7,Worker,0,1.5,Clear,0,0,Cloudy,78.9,35.6,29.9,Dry,Flat,Zone B,Daylight,TSK-007697,Loading,2,597.9,597.9,190.3,0.448,127.9,126.6,20.0,10.5,LOW,0,0.0615,Normal,75.2,No_Incident,29.83
R039861,2026-07-27 23:13,HIGH_LOAD_OPERATION,WHL-302,Wheel Loader,Medium Wheel Loader,11192.5,7.31,83.2,63.6,6.24,17.08,73.8,75.9,OP1043,Expert,10.4,Night,83.5,13.6,87.2,4,58.2,4.18,92.6,279,21.3,Power,Reverse,2,3,18,79.1,1,Fastened,7.87,Structure,0,3.8,Clear,0,0,Cloudy,63.2,25.2,32.2,Dry,Haul_Road,Zone F,Night_Floodlit,TSK-039861,Material_Transfer,2,1165.8,1165.8,275.3,0.755,301.9,208.3,60.2,30.1,MEDIUM,0,0.0497,Normal,47.4,No_Incident,19.38
R001718,2026-07-28 08:23,LOW_VISIBILITY,EXC-214,Excavator,Large Excavator (30t class),11586.0,8.51,83.3,62.3,2.55,17.19,64.9,71.6,OP1094,Expert,11.1,Morning,97.2,21.9,83.9,5,77.2,2.23,68.7,199,21.5,Standard,Forward,1,1,6,97.1,0,Fastened,10.79,Worker,0,7.3,Clear,0,0,Fog,29.7,29.5,13.3,Dry,Trench_Edge,Zone C,Daylight,TSK-001718,Excavation,2,504.4,441.7,109.5,0.617,100.9,134.6,37.8,28.4,LOW,0,0.0199,Normal,51.7,No_Incident,11.69
R000866,2026-07-28 11:15,NORMAL_OPERATION,WHL-306,Wheel Loader,Large Wheel Loader,9568.2,5.91,79.1,59.8,0.62,16.51,66.9,46.4,OP1062,Experienced,5.1,Morning,76.7,22.4,90.2,1,58.1,5.63,86.1,97,22.6,Eco,Stationary,2,2,19,81.2,5,Fastened,13.0,No_Object,0,1.2,Clear,0,0,Light_Rain,62.2,28.0,22.0,Wet,Haul_Road,Zone F,Daylight,TSK-000866,Material_Transfer,2,542.9,542.9,123.7,0.936,104.7,127.1,34.3,24.2,LOW,0,0.277,Normal,8.3,No_Incident,15.85
R013865,2026-07-28 18:52,HIGH_LOAD_OPERATION,EXC-222,Excavator,Medium Excavator (20t class),9735.9,6.31,84.9,64.7,0.33,20.38,79.8,87.5,OP1061,Experienced,8.4,Afternoon,84.6,17.0,92.5,3,68.2,2.18,107.9,471,28.9,Power,Stationary,3,2,9,75.1,3,Fastened,11.88,No_Object,0,9.1,Clear,1,1,Light_Rain,59.3,30.7,21.1,Wet,Stockpile,Zone D,Dawn_Dusk,TSK-013865,Loading,1,1028.2,1028.2,256.1,0.887,260.5,173.1,56.4,40.9,MEDIUM,0,0.1386,Normal,18.9,Stability_Loss,18.22
R004090,2026-07-29 01:38,HIGH_LOAD_OPERATION,WHL-316,Wheel Loader,Large Wheel Loader,14492.4,9.91,85.0,70.9,5.53,17.69,60.9,79.3,OP1089,Expert,11.3,Night,77.0,25.1,80.6,8,63.9,7.07,106.7,195,71.5,Standard,Forward,3,6,22,78.4,5,Fastened,18.51,Material_Pile,0,7.8,Clear,0,0,Cloudy,62.7,24.9,28.6,Dry,Stockpile,Zone D,Night_Floodlit,TSK-004090,Loading,2,1374.4,1374.4,238.4,0.196,218.9,272.5,81.2,69.1,HIGH,0,0.1726,Normal,222.6,No_Incident,16.92
R029594,2026-07-29 02:24,PROXIMITY_HAZARD,EXC-202,Excavator,Medium Excavator (20t class),14353.7,10.51,82.7,56.9,3.12,14.3,56.4,62.1,OP1002,Experienced,5.2,Night,77.3,26.5,90.2,2,67.8,1.39,69.5,301,29.4,Standard,Forward,4,2,19,83.2,6,Fastened,1.12,Worker,0,2.6,Violated,1,1,Cloudy,64.7,24.3,8.9,Dry,Flat,Zone B,Night_Floodlit,TSK-029594,Loading,2,419.3,419.3,160.5,0.675,106.2,126.7,29.0,88.5,CRITICAL,0,0.4945,Normal,42.3,Stability_Loss,14.45
R006110,2026-07-30 06:36,NORMAL_OPERATION,EXC-212,Excavator,Large Excavator (30t class),2043.4,1.01,83.4,62.2,0.43,19.24,84.9,75.4,OP1018,Experienced,6.1,Morning,70.6,21.9,72.7,1,62.4,2.26,70.1,236,22.6,Standard,Stationary,0,0,6,75.5,0,Fastened,16.21,Vehicle,1,7.7,Clear,0,0,Light_Rain,68.8,29.7,2.7,Wet,Gentle_Slope,Zone A,Daylight,TSK-006110,Excavation,2,533.0,533.0,122.4,0.564,106.6,122.0,39.3,22.0,LOW,0,0.1959,Normal,52.9,No_Incident,13.56
R026691,2026-07-30 17:54,STEEP_TERRAIN,WHL-312,Wheel Loader,Medium Wheel Loader,6691.1,4.11,82.9,66.0,3.01,16.14,78.7,82.9,OP1084,Experienced,6.3,Afternoon,88.8,14.5,93.9,2,70.6,3.32,75.1,362,45.8,Power,Forward,9,1,49,78.0,3,Fastened,17.16,Worker,0,25.6,Clear,0,0,Light_Rain,66.0,30.5,6.2,Wet,Embankment,Zone E,Daylight,TSK-026691,Material_Transfer,4,1200.3,1200.3,280.5,0.376,310.8,425.2,111.3,72.9,HIGH,0,0.071,Normal,258.5,No_Incident,10.78
R020236,2026-07-31 15:01,UNSAFE_OPERATION,WHL-307,Wheel Loader,Large Wheel Loader,5262.0,3.42,84.3,62.7,7.74,17.43,78.9,66.2,OP1012,Intermediate,4.1,Afternoon,74.1,17.3,72.7,1,52.0,6.18,88.1,135,19.8,Standard,Reverse,4,3,63,66.7,6,Fastened,2.84,Material_Pile,0,6.8,Violated,1,1,Cloudy,77.4,34.2,23.5,Dry,Haul_Road,Zone B,Dawn_Dusk,TSK-020236,Loading,1,831.5,831.5,140.9,0.458,132.4,134.6,38.1,57.1,HIGH,1,0.9841,Unusual_Speed,74.6,Harsh_Maneuver,21.8
R027367,2026-08-01 07:19,UNSAFE_OPERATION,EXC-219,Excavator,Large Excavator (30t class),3620.8,2.52,79.4,58.6,4.64,20.59,88.5,70.9,OP1096,Intermediate,2.5,Morning,76.6,12.8,68.4,3,49.0,2.89,91.7,375,23.3,Standard,Forward,7,9,26,64.7,3,Fastened,4.43,Material_Pile,0,8.5,Warning,0,0,Clear,88.5,29.6,34.5,Dry,Haul_Road,Zone B,Daylight,TSK-027367,Loading,2,1081.9,1081.9,264.5,0.537,205.6,183.1,63.9,38.5,MEDIUM,1,0.9987,Unusual_Speed,87.9,No_Incident,16.93
R036529,2026-08-01 10:32,STEEP_TERRAIN,EXC-211,Excavator,Medium Excavator (20t class),4554.9,3.22,83.4,60.7,2.4,15.06,78.0,75.9,OP1021,Intermediate,2.0,Morning,80.2,9.9,79.5,0,65.0,1.37,69.5,385,16.9,Standard,Reverse,3,3,10,86.4,2,Fastened,8.59,Vehicle,0,18.4,Clear,0,0,Light_Rain,67.2,24.4,11.9,Wet,Gentle_Slope,Zone E,Daylight,TSK-036529,Backfilling,4,525.6,525.6,113.1,0.867,119.1,209.7,52.5,35.2,MEDIUM,0,0.0603,Normal,25.7,No_Incident,10.0
R006370,2026-08-01 15:12,EXCESSIVE_IDLE,WHL-306,Wheel Loader,Large Wheel Loader,9672.8,5.92,83.5,62.3,4.7,16.84,63.4,53.1,OP1013,Experienced,5.5,Afternoon,72.1,17.2,68.0,2,46.1,3.36,47.7,377,127.0,Standard,Forward,31,13,63,82.2,5,Fastened,13.73,No_Object,0,7.5,Clear,0,0,Heavy_Rain,48.4,30.0,15.3,Muddy,Gentle_Slope,Zone F,Dawn_Dusk,TSK-006370,Material_Transfer,2,1264.3,1264.3,258.0,0.142,243.7,715.3,217.9,44.6,MEDIUM,0,0.3802,Normal,634.0,No_Incident,5.8
R032873,2026-08-01 17:14,HIGH_LOAD_OPERATION,WHL-315,Wheel Loader,Medium Wheel Loader,10158.5,7.32,86.5,65.0,7.92,15.67,71.9,81.3,OP1048,Intermediate,3.9,Afternoon,77.6,17.5,70.5,1,57.6,4.68,103.4,86,9.7,Power,Forward,0,2,2,65.3,2,Fastened,9.39,Vehicle,0,4.4,Clear,0,0,Cloudy,89.5,32.3,43.5,Dry,Haul_Road,Zone F,Daylight,TSK-032873,Stockpiling,1,398.3,398.3,118.7,0.862,89.7,65.0,17.3,36.5,MEDIUM,0,0.1652,Normal,9.4,No_Incident,23.05
